strain	Accession	source	country	division	location	date	original_annotated_subtype	original_annotated_genotype	clade_membership
HCV/S553_20170123_FL_T02/OK552993/USA/2017	OK552993	ncbi	USA	?	?	2017-01-23	?	?	2
HCV/S553_20170123_FL_T05/OK552994/USA/2017	OK552994	ncbi	USA	?	?	2017-01-23	?	?	2
HCV/S553_20170123_FL_T06/OK552995/USA/2017	OK552995	ncbi	USA	?	?	2017-01-23	?	?	2
HCV/S553_20170123_FL_T12/OK552996/USA/2017	OK552996	ncbi	USA	?	?	2017-01-23	?	?	2
HCV/2000697/MT632146/ISRAEL/2016	MT632146	ncbi	Israel	?	?	2016-02-03	?	?	2
HCV/2A_051/LC368354/JAPAN/2005	LC368354	ncbi	Japan	?	?	2005-XX-XX	2a	2	2
HCV/2A_059/LC368362/JAPAN/1998	LC368362	ncbi	Japan	?	?	1998-XX-XX	2a	2	2
HCV/2B_060/LC368363/JAPAN/1997	LC368363	ncbi	Japan	?	?	1997-XX-XX	2b	2	2
HCV/2B_064/LC368367/JAPAN/2015	LC368367	ncbi	Japan	?	?	2015-XX-XX	2b	2	2
HCV/2A_069/LC368371/JAPAN/2007	LC368371	ncbi	Japan	?	?	2007-XX-XX	2a	2	2
HCV/2A_071/LC368373/JAPAN/2001	LC368373	ncbi	Japan	?	?	2001-XX-XX	2a	2	2
HCV/2A_076/LC368378/THAILAND/2004	LC368378	ncbi	Thailand	?	?	2004-XX-XX	2a	2	2
HCV/2A_086/LC368388/JAPAN/2006	LC368388	ncbi	Japan	?	?	2006-XX-XX	2a	2	2
HCV/2A_087/LC368389/JAPAN/2007	LC368389	ncbi	Japan	?	?	2007-XX-XX	2a	2	2
HCV/2A_090/LC368392/JAPAN/2007	LC368392	ncbi	Japan	?	?	2007-XX-XX	2a	2	2
HCV/2A_091/LC368393/JAPAN/2009	LC368393	ncbi	Japan	?	?	2009-XX-XX	2a	2	2
HCV/2B_095/LC368397/JAPAN/2009	LC368397	ncbi	Japan	?	?	2009-XX-XX	2b	2	2
HCV/2B_109/LC368411/JAPAN/2008	LC368411	ncbi	Japan	?	?	2008-XX-XX	2b	2	2
HCV/2A_113/LC368415/JAPAN/2012	LC368415	ncbi	Japan	?	?	2012-XX-XX	2a	2	2
HCV/2A_114/LC368416/JAPAN/2012	LC368416	ncbi	Japan	?	?	2012-XX-XX	2a	2	2
HCV/2A_125/LC368426/JAPAN/2012	LC368426	ncbi	Japan	?	?	2012-XX-XX	2a	2	2
HCV/2B_130/LC368430/JAPAN/2013	LC368430	ncbi	Japan	?	?	2013-XX-XX	2b	2	2
HCV/2A_131/LC368431/JAPAN/2013	LC368431	ncbi	Japan	?	?	2013-XX-XX	2a	2	2
HCV/2A_132/LC368432/JAPAN/2013	LC368432	ncbi	Japan	?	?	2013-XX-XX	2a	2	2
HCV/2B_138/LC368438/JAPAN/2014	LC368438	ncbi	Japan	?	?	2014-XX-XX	2b	2	2
HCV/2B_139/LC368439/JAPAN/2015	LC368439	ncbi	Japan	?	?	2015-XX-XX	2b	2	2
HCV/2C_142/LC368442/JAPAN/2015	LC368442	ncbi	Japan	?	?	2015-XX-XX	2c	2	2
HCV/2C_146/LC368444/JAPAN/2015	LC368444	ncbi	Japan	?	?	2015-XX-XX	2c	2	2
HCV/2A_151/LC368449/JAPAN/2017	LC368449	ncbi	Japan	?	?	2017-XX-XX	2a	2	2
HCV/PAT1/MN385563/BRAZIL/2018	MN385563	ncbi	Brazil	?	?	2018-XX-XX	?	?	2
HCV/PAT2/MN385564/BRAZIL/2016	MN385564	ncbi	Brazil	?	?	2016-XX-XX	?	?	2
HCV/S6309/MH477423/CAMEROON/2016	MH477423	ncbi	Cameroon	?	?	2016-XX-XX	?	?	2
HCV/SP171215/KY620313/UNKNOWN/2013	KY620313	ncbi	?	?	?	2013-10-18	?	?	2
HCV/SP131957/KY620314/UNKNOWN/2013	KY620314	ncbi	?	?	?	2013-10-24	?	?	2
HCV/SP169220/KY620318/UNKNOWN/2013	KY620318	ncbi	?	?	?	2013-10-21	?	?	2
HCV/SP183933/KY620319/UNKNOWN/2013	KY620319	ncbi	?	?	?	2013-10-22	?	?	2
HCV/SP147057/KY620321/UNKNOWN/2013	KY620321	ncbi	?	?	?	2013-11-04	?	?	2
HCV/SP176994/KY620323/UNKNOWN/2013	KY620323	ncbi	?	?	?	2013-10-28	?	?	2
HCV/SP135556/KY620324/UNKNOWN/2013	KY620324	ncbi	?	?	?	2013-10-31	?	?	2
HCV/SP170693/KY620326/UNKNOWN/2013	KY620326	ncbi	?	?	?	2013-11-07	?	?	2
HCV/SP109596/KY620328/UNKNOWN/2013	KY620328	ncbi	?	?	?	2013-11-18	?	?	2
HCV/SP161117/KY620330/UNKNOWN/2013	KY620330	ncbi	?	?	?	2013-11-18	?	?	2
HCV/SP185053/KY620331/UNKNOWN/2013	KY620331	ncbi	?	?	?	2013-11-11	?	?	2
HCV/SP171073/KY620332/UNKNOWN/2013	KY620332	ncbi	?	?	?	2013-11-18	?	?	2
HCV/SP167801/KY620333/UNKNOWN/2013	KY620333	ncbi	?	?	?	2013-11-07	?	?	2
HCV/SP186766/KY620334/UNKNOWN/2013	KY620334	ncbi	?	?	?	2013-11-18	?	?	2
HCV/SP199799/KY620336/UNKNOWN/2013	KY620336	ncbi	?	?	?	2013-11-11	?	?	2
HCV/SP193705/KY620337/UNKNOWN/2013	KY620337	ncbi	?	?	?	2013-11-18	?	?	2
HCV/SP108713/KY620340/UNKNOWN/2013	KY620340	ncbi	?	?	?	2013-11-18	?	?	2
HCV/SP174560/KY620341/UNKNOWN/2013	KY620341	ncbi	?	?	?	2013-11-21	?	?	2
HCV/SP173441/KY620342/UNKNOWN/2013	KY620342	ncbi	?	?	?	2013-11-14	?	?	2
HCV/SP132465/KY620343/UNKNOWN/2013	KY620343	ncbi	?	?	?	2013-11-21	?	?	2
HCV/SP186220/KY620345/UNKNOWN/2013	KY620345	ncbi	?	?	?	2013-11-21	?	?	2
HCV/SP135713/KY620347/UNKNOWN/2013	KY620347	ncbi	?	?	?	2013-11-18	?	?	2
HCV/SP112528/KY620348/UNKNOWN/2013	KY620348	ncbi	?	?	?	2013-11-21	?	?	2
HCV/SP187311/KY620349/UNKNOWN/2013	KY620349	ncbi	?	?	?	2013-11-25	?	?	2
HCV/SP185459/KY620350/UNKNOWN/2013	KY620350	ncbi	?	?	?	2013-11-21	?	?	2
HCV/SP139153/KY620351/UNKNOWN/2013	KY620351	ncbi	?	?	?	2013-12-02	?	?	2
HCV/SP146375/KY620352/UNKNOWN/2013	KY620352	ncbi	?	?	?	2013-11-19	?	?	2
HCV/SP185481/KY620353/UNKNOWN/2013	KY620353	ncbi	?	?	?	2013-11-25	?	?	2
HCV/SP119392/KY620354/UNKNOWN/2013	KY620354	ncbi	?	?	?	2013-11-22	?	?	2
HCV/SP195725/KY620355/UNKNOWN/2013	KY620355	ncbi	?	?	?	2013-11-25	?	?	2
HCV/SP115021/KY620357/UNKNOWN/2013	KY620357	ncbi	?	?	?	2013-11-21	?	?	2
HCV/SP172968/KY620358/UNKNOWN/2013	KY620358	ncbi	?	?	?	2013-11-21	?	?	2
HCV/SP101219/KY620359/UNKNOWN/2013	KY620359	ncbi	?	?	?	2013-11-21	?	?	2
HCV/2B_BBA50110/KX621546/USA/2007	KX621546	ncbi	USA	?	?	2007-12-10	2b	2	2
HCV/2B_BBA50179/KX621547/USA/2009	KX621547	ncbi	USA	?	?	2009-10-23	2b	2	2
HCV/2B_BBA50267/KX621548/USA/2010	KX621548	ncbi	USA	?	?	2010-09-08	2b	2	2
HCV/2B_BBA50311/KX621549/USA/2010	KX621549	ncbi	USA	?	?	2010-01-06	2b	2	2
HCV/2B_HITP300289/KX621550/AUSTRALIA/2007	KX621550	ncbi	Australia	?	?	2007-09-17	2b	2	2
HCV/2B_UFOHG0012/KX621551/USA/2000	KX621551	ncbi	USA	?	?	2000-04-26	2b	2	2
HCV/2B_UFOHG0041/KX621552/USA/2000	KX621552	ncbi	USA	?	?	2000-07-17	2b	2	2
HCV/2B_UFOMN0029/KX621554/USA/2001	KX621554	ncbi	USA	?	?	2001-05-21	2b	2	2
HCV/2B_UFOVT0050/KX621556/USA/2005	KX621556	ncbi	USA	?	?	2005-03-01	2b	2	2
HCV/HITP300306/KU871276/AUSTRALIA/2008	KU871276	ncbi	Australia	?	?	2008-12-15	?	?	2
HCV/HITP400059/KU871277/AUSTRALIA/2013	KU871277	ncbi	Australia	?	?	2013-05-16	?	?	2
HCV/HITP300315_2B/KU871278/AUSTRALIA/2010	KU871278	ncbi	Australia	?	?	2010-05-17	?	?	2
HCV/C/KM587616/USA/2012	KM587616	ncbi	USA	?	?	2012-06-27	?	?	2
HCV/D/KM587617/AUSTRALIA/2012	KM587617	ncbi	Australia	?	?	2012-05-31	?	?	2
HCV/F/KM587619/NEW-ZEALAND/2010	KM587619	ncbi	New Zealand	?	?	2010-12-10	?	?	2
HCV/G/KM587620/USA/2012	KM587620	ncbi	USA	?	?	2012-05-16	?	?	2
HCV/H/KM587621/USA/2012	KM587621	ncbi	USA	?	?	2012-04-26	?	?	2
HCV/SB/KM349851/USA/2002	KM349851	ncbi	USA	CA	 Los Angeles	2002-02-01	?	?	2
HCV/2A_ZS623/KC844043/CHINA/2011	KC844043	ncbi	China	?	?	2011-XX-XX	2a	2	2
HCV/2B_ZS260/KC844048/CHINA/2010	KC844048	ncbi	China	?	?	2010-XX-XX	2b	2	2
HCV/MRS129/KC197226/FRANCE/2001	KC197226	ncbi	France	?	?	2001-XX-XX	?	?	2
HCV/PTR1256/KC197227/FRANCE/2008	KC197227	ncbi	France	?	?	2008-XX-XX	?	?	2
HCV/FRBD3618/KC197228/FRANCE/2004	KC197228	ncbi	France	?	?	2004-XX-XX	?	?	2
HCV/MRS37/KC197229/FRANCE/1995	KC197229	ncbi	France	?	?	1995-XX-XX	?	?	2
HCV/PTR9415/KC197230/FRANCE/2008	KC197230	ncbi	France	?	?	2008-XX-XX	?	?	2
HCV/MRS178/KC197231/FRANCE/2001	KC197231	ncbi	France	?	?	2001-XX-XX	?	?	2
HCV/FRBD0565/KC197232/FRANCE/2005	KC197232	ncbi	France	?	?	2005-XX-XX	?	?	2
HCV/PTR2795/KC197233/FRANCE/2009	KC197233	ncbi	France	?	?	2009-XX-XX	?	?	2
HCV/PTR3874/KC197234/FRANCE/2009	KC197234	ncbi	France	?	?	2009-XX-XX	?	?	2
HCV/MRS89/KC197235/FRANCE/1995	KC197235	ncbi	France	?	?	1995-XX-XX	?	?	2
HCV/PTR7904/KC197240/FRANCE/2008	KC197240	ncbi	France	?	?	2008-XX-XX	?	?	2
T9/JFH1	KC967476	ncbi	Denmark	?	?	2012-03-01	?	?	2
DH8/JFH1	KC967477	ncbi	Denmark	?	?	2012-03-01	?	?	2
DH10/JFH1	KC967478	ncbi	Denmark	?	?	2012-03-01	?	?	2
S83/JFH1	KC967479	ncbi	Denmark	?	?	2012-03-01	?	?	2
HCV/2A_JFH21/AB690460/JAPAN/2011	AB690460	ncbi	Japan	Tokyo	?	2011-12-01	2a	2	2
2A_J6CF/JFH21	AB690461	ncbi	Japan	Tokyo	?	2011-12-01	2a	2	2
HCV/D130/FJ515076/TAIWAN/2004	FJ515076	ncbi	Taiwan	?	?	2004-XX-XX	?	?	2
