strain	Accession	source	country	division	location	date	original_annotated_subtype	original_annotated_genotype	clade_membership
HCV/S180_20070221_FL_A12/OK553074/USA/2007	OK553074	ncbi	USA	?	?	2007-02-21	?	?	1
HCV/S180_20070221_FL_A13/OK553075/USA/2007	OK553075	ncbi	USA	?	?	2007-02-21	?	?	1
HCV/S180_20070221_FL_A14/OK553076/USA/2007	OK553076	ncbi	USA	?	?	2007-02-21	?	?	1
HCV/S180_20070221_FL_B01/OK553077/USA/2007	OK553077	ncbi	USA	?	?	2007-02-21	?	?	1
HCV/S180_20070221_FL_B02/OK553078/USA/2007	OK553078	ncbi	USA	?	?	2007-02-21	?	?	1
HCV/S180_20070221_FL_B03/OK553079/USA/2007	OK553079	ncbi	USA	?	?	2007-02-21	?	?	1
HCV/S180_20070221_FL_B04/OK553080/USA/2007	OK553080	ncbi	USA	?	?	2007-02-21	?	?	1
HCV/S180_20070221_FL_B05/OK553081/USA/2007	OK553081	ncbi	USA	?	?	2007-02-21	?	?	1
HCV/S180_20070221_FL_B06/OK553082/USA/2007	OK553082	ncbi	USA	?	?	2007-02-21	?	?	1
HCV/S180_20070221_FL_B07/OK553083/USA/2007	OK553083	ncbi	USA	?	?	2007-02-21	?	?	1
HCV/S180_20070221_FL_B08/OK553084/USA/2007	OK553084	ncbi	USA	?	?	2007-02-21	?	?	1
HCV/S180_20070221_FL_B09/OK553085/USA/2007	OK553085	ncbi	USA	?	?	2007-02-21	?	?	1
HCV/S180_20070221_FL_B10/OK553086/USA/2007	OK553086	ncbi	USA	?	?	2007-02-21	?	?	1
HCV/S180_20070221_FL_B11/OK553087/USA/2007	OK553087	ncbi	USA	?	?	2007-02-21	?	?	1
HCV/S180_20070221_FL_B12/OK553088/USA/2007	OK553088	ncbi	USA	?	?	2007-02-21	?	?	1
HCV/S180_20070221_FL_B15/OK553090/USA/2007	OK553090	ncbi	USA	?	?	2007-02-21	?	?	1
HCV/S180_20070221_FL_B16/OK553091/USA/2007	OK553091	ncbi	USA	?	?	2007-02-21	?	?	1
HCV/S180_20071127_FL_A01/OK553092/USA/2007	OK553092	ncbi	USA	?	?	2007-11-27	?	?	1
HCV/S180_20071127_FL_A02/OK553093/USA/2007	OK553093	ncbi	USA	?	?	2007-11-27	?	?	1
HCV/S180_20071127_FL_A03/OK553094/USA/2007	OK553094	ncbi	USA	?	?	2007-11-27	?	?	1
HCV/S180_20071127_FL_A04/OK553095/USA/2007	OK553095	ncbi	USA	?	?	2007-11-27	?	?	1
HCV/S180_20071127_FL_A05/OK553096/USA/2007	OK553096	ncbi	USA	?	?	2007-11-27	?	?	1
HCV/S180_20071127_FL_B01/OK553097/USA/2007	OK553097	ncbi	USA	?	?	2007-11-27	?	?	1
HCV/S180_20071127_FL_C01/OK553098/USA/2007	OK553098	ncbi	USA	?	?	2007-11-27	?	?	1
HCV/S117_20040817_NF_A01/OL332047/USA/2004	OL332047	ncbi	USA	?	?	2004-08-17	?	?	1
HCV/S117_20040817_NF_A04/OL332050/USA/2004	OL332050	ncbi	USA	?	?	2004-08-17	?	?	1
HCV/S117_20040817_NF_A05/OL332051/USA/2004	OL332051	ncbi	USA	?	?	2004-08-17	?	?	1
HCV/S117_20040817_NF_B01/OL332054/USA/2004	OL332054	ncbi	USA	?	?	2004-08-17	?	?	1
HCV/S117_20040817_NF_B06/OL332056/USA/2004	OL332056	ncbi	USA	?	?	2004-08-17	?	?	1
HCV/S117_20040817_NF_B12/OL332058/USA/2004	OL332058	ncbi	USA	?	?	2004-08-17	?	?	1
HCV/S117_20040817_NF_B13/OL332059/USA/2004	OL332059	ncbi	USA	?	?	2004-08-17	?	?	1
HCV/S117_20040817_NF_B16/OL332060/USA/2004	OL332060	ncbi	USA	?	?	2004-08-17	?	?	1
HCV/S117_20040817_NF_B19/OL332062/USA/2004	OL332062	ncbi	USA	?	?	2004-08-17	?	?	1
HCV/S117_20040817_NF_B21/OL332063/USA/2004	OL332063	ncbi	USA	?	?	2004-08-17	?	?	1
HCV/S117_20040817_NF_B22/OL332064/USA/2004	OL332064	ncbi	USA	?	?	2004-08-17	?	?	1
HCV/S117_20040817_NF_B24/OL332066/USA/2004	OL332066	ncbi	USA	?	?	2004-08-17	?	?	1
HCV/S117_20040817_NF_C01/OL332067/USA/2004	OL332067	ncbi	USA	?	?	2004-08-17	?	?	1
HCV/S117_20040817_NF_C09/OL332068/USA/2004	OL332068	ncbi	USA	?	?	2004-08-17	?	?	1
HCV/S117_20040817_NF_C10/OL332069/USA/2004	OL332069	ncbi	USA	?	?	2004-08-17	?	?	1
HCV/S117_20040817_NF_D12/OL332075/USA/2004	OL332075	ncbi	USA	?	?	2004-08-17	?	?	1
HCV/S117_20040817_NF_T02/OL332077/USA/2004	OL332077	ncbi	USA	?	?	2004-08-17	?	?	1
HCV/S117_20040915_NF_A01/OL332078/USA/2004	OL332078	ncbi	USA	?	?	2004-09-15	?	?	1
HCV/S117_20040915_NF_A03/OL332080/USA/2004	OL332080	ncbi	USA	?	?	2004-09-15	?	?	1
HCV/S117_20040915_NF_A06/OL332082/USA/2004	OL332082	ncbi	USA	?	?	2004-09-15	?	?	1
HCV/S117_20040915_NF_A07/OL332083/USA/2004	OL332083	ncbi	USA	?	?	2004-09-15	?	?	1
HCV/S117_20040915_NF_A08/OL332084/USA/2004	OL332084	ncbi	USA	?	?	2004-09-15	?	?	1
HCV/S117_20040915_NF_A12/OL332085/USA/2004	OL332085	ncbi	USA	?	?	2004-09-15	?	?	1
HCV/S117_20040915_NF_A14/OL332087/USA/2004	OL332087	ncbi	USA	?	?	2004-09-15	?	?	1
HCV/S117_20040915_NF_A16/OL332088/USA/2004	OL332088	ncbi	USA	?	?	2004-09-15	?	?	1
HCV/S117_20040915_NF_A17/OL332089/USA/2004	OL332089	ncbi	USA	?	?	2004-09-15	?	?	1
HCV/S117_20040915_NF_A22/OL332090/USA/2004	OL332090	ncbi	USA	?	?	2004-09-15	?	?	1
HCV/S117_20040915_NF_B02/OL332093/USA/2004	OL332093	ncbi	USA	?	?	2004-09-15	?	?	1
HCV/S117_20040915_NF_B03/OL332094/USA/2004	OL332094	ncbi	USA	?	?	2004-09-15	?	?	1
HCV/S117_20040915_NF_B04/OL332095/USA/2004	OL332095	ncbi	USA	?	?	2004-09-15	?	?	1
HCV/S117_20040915_NF_B09/OL332099/USA/2004	OL332099	ncbi	USA	?	?	2004-09-15	?	?	1
HCV/S117_20040915_NF_B10/OL332100/USA/2004	OL332100	ncbi	USA	?	?	2004-09-15	?	?	1
HCV/S117_20040915_NF_B13/OL332102/USA/2004	OL332102	ncbi	USA	?	?	2004-09-15	?	?	1
HCV/S117_20040915_NF_B14/OL332103/USA/2004	OL332103	ncbi	USA	?	?	2004-09-15	?	?	1
HCV/S117_20040915_NF_B16/OL332105/USA/2004	OL332105	ncbi	USA	?	?	2004-09-15	?	?	1
HCV/S117_20040915_NF_B17/OL332106/USA/2004	OL332106	ncbi	USA	?	?	2004-09-15	?	?	1
HCV/S117_20040915_NF_B20/OL332107/USA/2004	OL332107	ncbi	USA	?	?	2004-09-15	?	?	1
HCV/S117_20040915_NF_B22/OL332108/USA/2004	OL332108	ncbi	USA	?	?	2004-09-15	?	?	1
HCV/S117_20040915_NF_T02/OL332109/USA/2004	OL332109	ncbi	USA	?	?	2004-09-15	?	?	1
HCV/S117_20041118_NF_A01/OL332111/USA/2004	OL332111	ncbi	USA	?	?	2004-11-18	?	?	1
HCV/S117_20041118_NF_A07/OL332115/USA/2004	OL332115	ncbi	USA	?	?	2004-11-18	?	?	1
HCV/S117_20041118_NF_A08/OL332116/USA/2004	OL332116	ncbi	USA	?	?	2004-11-18	?	?	1
HCV/S117_20041118_NF_A09/OL332117/USA/2004	OL332117	ncbi	USA	?	?	2004-11-18	?	?	1
HCV/S117_20041118_NF_B02/OL332119/USA/2004	OL332119	ncbi	USA	?	?	2004-11-18	?	?	1
HCV/S117_20041118_NF_B03/OL332120/USA/2004	OL332120	ncbi	USA	?	?	2004-11-18	?	?	1
HCV/S117_20041118_NF_B04/OL332121/USA/2004	OL332121	ncbi	USA	?	?	2004-11-18	?	?	1
HCV/S117_20041118_NF_B05/OL332122/USA/2004	OL332122	ncbi	USA	?	?	2004-11-18	?	?	1
HCV/S117_20041118_NF_B06/OL332123/USA/2004	OL332123	ncbi	USA	?	?	2004-11-18	?	?	1
HCV/S117_20041118_NF_B10/OL332125/USA/2004	OL332125	ncbi	USA	?	?	2004-11-18	?	?	1
HCV/S117_20041118_NF_B11/OL332126/USA/2004	OL332126	ncbi	USA	?	?	2004-11-18	?	?	1
HCV/S117_20041118_NF_B14/OL332129/USA/2004	OL332129	ncbi	USA	?	?	2004-11-18	?	?	1
HCV/S117_20041118_NF_T01/OL332130/USA/2004	OL332130	ncbi	USA	?	?	2004-11-18	?	?	1
HCV/S117_20050210_NF_A01/OL332132/USA/2005	OL332132	ncbi	USA	?	?	2005-02-10	?	?	1
HCV/S117_20050210_NF_A03/OL332134/USA/2005	OL332134	ncbi	USA	?	?	2005-02-10	?	?	1
HCV/S117_20050210_NF_A05/OL332135/USA/2005	OL332135	ncbi	USA	?	?	2005-02-10	?	?	1
HCV/S117_20050210_NF_A14/OL332137/USA/2005	OL332137	ncbi	USA	?	?	2005-02-10	?	?	1
HCV/S117_20050210_NF_B02/OL332139/USA/2005	OL332139	ncbi	USA	?	?	2005-02-10	?	?	1
HCV/S117_20050210_NF_B04/OL332140/USA/2005	OL332140	ncbi	USA	?	?	2005-02-10	?	?	1
HCV/S117_20050210_NF_B05/OL332141/USA/2005	OL332141	ncbi	USA	?	?	2005-02-10	?	?	1
HCV/S117_20050210_NF_B07/OL332142/USA/2005	OL332142	ncbi	USA	?	?	2005-02-10	?	?	1
HCV/S117_20050210_NF_B09/OL332143/USA/2005	OL332143	ncbi	USA	?	?	2005-02-10	?	?	1
HCV/S117_20050210_NF_B12/OL332144/USA/2005	OL332144	ncbi	USA	?	?	2005-02-10	?	?	1
HCV/S117_20050210_NF_B13/OL332145/USA/2005	OL332145	ncbi	USA	?	?	2005-02-10	?	?	1
HCV/S117_20050210_NF_B14/OL332146/USA/2005	OL332146	ncbi	USA	?	?	2005-02-10	?	?	1
HCV/S117_20050210_NF_C03/OL332148/USA/2005	OL332148	ncbi	USA	?	?	2005-02-10	?	?	1
HCV/S117_20050210_NF_D11/OL332158/USA/2005	OL332158	ncbi	USA	?	?	2005-02-10	?	?	1
HCV/S117_20050210_NF_D12/OL332159/USA/2005	OL332159	ncbi	USA	?	?	2005-02-10	?	?	1
HCV/S117_20050210_NF_D13/OL332160/USA/2005	OL332160	ncbi	USA	?	?	2005-02-10	?	?	1
HCV/S117_20050210_NF_D14/OL332161/USA/2005	OL332161	ncbi	USA	?	?	2005-02-10	?	?	1
HCV/S117_20050210_NF_D17/OL332163/USA/2005	OL332163	ncbi	USA	?	?	2005-02-10	?	?	1
HCV/S117_20050210_NF_D19/OL332165/USA/2005	OL332165	ncbi	USA	?	?	2005-02-10	?	?	1
HCV/S117_20050210_NF_D23/OL332167/USA/2005	OL332167	ncbi	USA	?	?	2005-02-10	?	?	1
HCV/S117_20050210_NF_T01/OL332168/USA/2005	OL332168	ncbi	USA	?	?	2005-02-10	?	?	1
HCV/S117_20050512_NF_A03/OL332169/USA/2005	OL332169	ncbi	USA	?	?	2005-05-12	?	?	1
HCV/S117_20050512_NF_A04/OL332170/USA/2005	OL332170	ncbi	USA	?	?	2005-05-12	?	?	1
HCV/S117_20050512_NF_A06/OL332171/USA/2005	OL332171	ncbi	USA	?	?	2005-05-12	?	?	1
HCV/S117_20050512_NF_A10/OL332173/USA/2005	OL332173	ncbi	USA	?	?	2005-05-12	?	?	1
HCV/S117_20050512_NF_A13/OL332175/USA/2005	OL332175	ncbi	USA	?	?	2005-05-12	?	?	1
HCV/S117_20050512_NF_A14/OL332176/USA/2005	OL332176	ncbi	USA	?	?	2005-05-12	?	?	1
HCV/S117_20050512_NF_A17/OL332179/USA/2005	OL332179	ncbi	USA	?	?	2005-05-12	?	?	1
HCV/S117_20050512_NF_A20/OL332181/USA/2005	OL332181	ncbi	USA	?	?	2005-05-12	?	?	1
HCV/S117_20050512_NF_A22/OL332182/USA/2005	OL332182	ncbi	USA	?	?	2005-05-12	?	?	1
HCV/S117_20050512_NF_A23/OL332183/USA/2005	OL332183	ncbi	USA	?	?	2005-05-12	?	?	1
HCV/S117_20050512_NF_A24/OL332184/USA/2005	OL332184	ncbi	USA	?	?	2005-05-12	?	?	1
HCV/S117_20050512_NF_A27/OL332186/USA/2005	OL332186	ncbi	USA	?	?	2005-05-12	?	?	1
HCV/S117_20050512_NF_B04/OL332187/USA/2005	OL332187	ncbi	USA	?	?	2005-05-12	?	?	1
HCV/S117_20050512_NF_B05/OL332188/USA/2005	OL332188	ncbi	USA	?	?	2005-05-12	?	?	1
HCV/S117_20050512_NF_B06/OL332189/USA/2005	OL332189	ncbi	USA	?	?	2005-05-12	?	?	1
HCV/S117_20050512_NF_B08/OL332190/USA/2005	OL332190	ncbi	USA	?	?	2005-05-12	?	?	1
HCV/S117_20050512_NF_B09/OL332191/USA/2005	OL332191	ncbi	USA	?	?	2005-05-12	?	?	1
HCV/S117_20050512_NF_B10/OL332192/USA/2005	OL332192	ncbi	USA	?	?	2005-05-12	?	?	1
HCV/S117_20050512_NF_B11/OL332193/USA/2005	OL332193	ncbi	USA	?	?	2005-05-12	?	?	1
HCV/S117_20050512_NF_B12/OL332194/USA/2005	OL332194	ncbi	USA	?	?	2005-05-12	?	?	1
HCV/S117_20050512_NF_B13/OL332195/USA/2005	OL332195	ncbi	USA	?	?	2005-05-12	?	?	1
HCV/S117_20050512_NF_B14/OL332196/USA/2005	OL332196	ncbi	USA	?	?	2005-05-12	?	?	1
HCV/S117_20050512_NF_B22/OL332199/USA/2005	OL332199	ncbi	USA	?	?	2005-05-12	?	?	1
HCV/S117_20050512_NF_B23/OL332200/USA/2005	OL332200	ncbi	USA	?	?	2005-05-12	?	?	1
HCV/S117_20050512_NF_T03/OL332201/USA/2005	OL332201	ncbi	USA	?	?	2005-05-12	?	?	1
HCV/S117_20050512_NF_T06/OL332202/USA/2005	OL332202	ncbi	USA	?	?	2005-05-12	?	?	1
HCV/S117_20050512_NF_T07/OL332203/USA/2005	OL332203	ncbi	USA	?	?	2005-05-12	?	?	1
HCV/P176_140116/MW715685/UNITED-KINGDOM/2016	MW715685	ncbi	United Kingdom	?	?	2016-01-14	?	?	1
HCV/G16_020415/MW715686/UNITED-KINGDOM/2015	MW715686	ncbi	United Kingdom	?	?	2015-04-02	?	?	1
HCV/G42_250417/MW715687/UNITED-KINGDOM/2017	MW715687	ncbi	United Kingdom	?	?	2017-04-25	?	?	1
HCV/G47_040518/MW715688/UNITED-KINGDOM/2018	MW715688	ncbi	United Kingdom	?	?	2018-05-04	?	?	1
HCV/S152_20061020_NF_A02/MZ556841/USA/2006	MZ556841	ncbi	USA	?	?	2006-10-20	?	?	1
HCV/S152_20061020_NF_A04/MZ556843/USA/2006	MZ556843	ncbi	USA	?	?	2006-10-20	?	?	1
HCV/S152_20061020_NF_A07/MZ556845/USA/2006	MZ556845	ncbi	USA	?	?	2006-10-20	?	?	1
HCV/S152_20061020_NF_A10/MZ556848/USA/2006	MZ556848	ncbi	USA	?	?	2006-10-20	?	?	1
HCV/S152_20061020_NF_A13/MZ556849/USA/2006	MZ556849	ncbi	USA	?	?	2006-10-20	?	?	1
HCV/S152_20061020_NF_A16/MZ556851/USA/2006	MZ556851	ncbi	USA	?	?	2006-10-20	?	?	1
HCV/S152_20061020_NF_B03/MZ556859/USA/2006	MZ556859	ncbi	USA	?	?	2006-10-20	?	?	1
HCV/S152_20061020_NF_B05/MZ556860/USA/2006	MZ556860	ncbi	USA	?	?	2006-10-20	?	?	1
HCV/S152_20061020_NF_B07/MZ556861/USA/2006	MZ556861	ncbi	USA	?	?	2006-10-20	?	?	1
HCV/S152_20061020_NF_B15/MZ556863/USA/2006	MZ556863	ncbi	USA	?	?	2006-10-20	?	?	1
HCV/S152_20061020_NF_B17/MZ556865/USA/2006	MZ556865	ncbi	USA	?	?	2006-10-20	?	?	1
HCV/S152_20061020_NF_B20/MZ556866/USA/2006	MZ556866	ncbi	USA	?	?	2006-10-20	?	?	1
HCV/S152_20061020_NF_B25/MZ556868/USA/2006	MZ556868	ncbi	USA	?	?	2006-10-20	?	?	1
HCV/S152_20061120_NF_A15/MZ556875/USA/2006	MZ556875	ncbi	USA	?	?	2006-11-20	?	?	1
HCV/S152_20061120_NF_B02/MZ556877/USA/2006	MZ556877	ncbi	USA	?	?	2006-11-20	?	?	1
HCV/S152_20061120_NF_B03/MZ556878/USA/2006	MZ556878	ncbi	USA	?	?	2006-11-20	?	?	1
HCV/S152_20061120_NF_B05/MZ556880/USA/2006	MZ556880	ncbi	USA	?	?	2006-11-20	?	?	1
HCV/S152_20061120_NF_B07/MZ556882/USA/2006	MZ556882	ncbi	USA	?	?	2006-11-20	?	?	1
HCV/S152_20061120_NF_C04/MZ556891/USA/2006	MZ556891	ncbi	USA	?	?	2006-11-20	?	?	1
HCV/S152_20061120_NF_C15/MZ556897/USA/2006	MZ556897	ncbi	USA	?	?	2006-11-20	?	?	1
HCV/S152_20061120_NF_C23/MZ556901/USA/2006	MZ556901	ncbi	USA	?	?	2006-11-20	?	?	1
HCV/S152_20071126_NF_A01/MZ556902/USA/2007	MZ556902	ncbi	USA	?	?	2007-11-26	?	?	1
HCV/S152_20071126_NF_A02/MZ556903/USA/2007	MZ556903	ncbi	USA	?	?	2007-11-26	?	?	1
HCV/S152_20071126_NF_A04/MZ556904/USA/2007	MZ556904	ncbi	USA	?	?	2007-11-26	?	?	1
HCV/S152_20071126_NF_A05/MZ556905/USA/2007	MZ556905	ncbi	USA	?	?	2007-11-26	?	?	1
HCV/S152_20071126_NF_A07/MZ556906/USA/2007	MZ556906	ncbi	USA	?	?	2007-11-26	?	?	1
HCV/S152_20071126_NF_A09/MZ556908/USA/2007	MZ556908	ncbi	USA	?	?	2007-11-26	?	?	1
HCV/S152_20071126_NF_A10/MZ556909/USA/2007	MZ556909	ncbi	USA	?	?	2007-11-26	?	?	1
HCV/S152_20071126_NF_A11/MZ556910/USA/2007	MZ556910	ncbi	USA	?	?	2007-11-26	?	?	1
HCV/S152_20071126_NF_A14/MZ556911/USA/2007	MZ556911	ncbi	USA	?	?	2007-11-26	?	?	1
HCV/S152_20071126_NF_B01/MZ556913/USA/2007	MZ556913	ncbi	USA	?	?	2007-11-26	?	?	1
HCV/S152_20071126_NF_B02/MZ556914/USA/2007	MZ556914	ncbi	USA	?	?	2007-11-26	?	?	1
HCV/S152_20071126_NF_B05/MZ556916/USA/2007	MZ556916	ncbi	USA	?	?	2007-11-26	?	?	1
HCV/S152_20071126_NF_B06/MZ556917/USA/2007	MZ556917	ncbi	USA	?	?	2007-11-26	?	?	1
HCV/S152_20071126_NF_B07/MZ556918/USA/2007	MZ556918	ncbi	USA	?	?	2007-11-26	?	?	1
HCV/S152_20071126_NF_B09/MZ556919/USA/2007	MZ556919	ncbi	USA	?	?	2007-11-26	?	?	1
HCV/S152_20071126_NF_B10/MZ556920/USA/2007	MZ556920	ncbi	USA	?	?	2007-11-26	?	?	1
HCV/S152_20071126_NF_B11/MZ556921/USA/2007	MZ556921	ncbi	USA	?	?	2007-11-26	?	?	1
HCV/S152_20071126_NF_B12/MZ556922/USA/2007	MZ556922	ncbi	USA	?	?	2007-11-26	?	?	1
HCV/S152_20071126_NF_B13/MZ556923/USA/2007	MZ556923	ncbi	USA	?	?	2007-11-26	?	?	1
HCV/S152_20071126_NF_B14/MZ556924/USA/2007	MZ556924	ncbi	USA	?	?	2007-11-26	?	?	1
HCV/S152_20071126_NF_B16/MZ556925/USA/2007	MZ556925	ncbi	USA	?	?	2007-11-26	?	?	1
HCV/S152_20071126_NF_C02/MZ556926/USA/2007	MZ556926	ncbi	USA	?	?	2007-11-26	?	?	1
HCV/S152_20071126_NF_C03/MZ556927/USA/2007	MZ556927	ncbi	USA	?	?	2007-11-26	?	?	1
HCV/S152_20071126_NF_T03/MZ556928/USA/2007	MZ556928	ncbi	USA	?	?	2007-11-26	?	?	1
HCV/S152_20071126_NF_T04/MZ556929/USA/2007	MZ556929	ncbi	USA	?	?	2007-11-26	?	?	1
HCV/S152_20071126_NF_T06/MZ556930/USA/2007	MZ556930	ncbi	USA	?	?	2007-11-26	?	?	1
HCV/S152_20071126_NF_T07/MZ556931/USA/2007	MZ556931	ncbi	USA	?	?	2007-11-26	?	?	1
HCV/S152_20071126_NF_T08/MZ556932/USA/2007	MZ556932	ncbi	USA	?	?	2007-11-26	?	?	1
HCV/S152_20071126_NF_T11/MZ556934/USA/2007	MZ556934	ncbi	USA	?	?	2007-11-26	?	?	1
HCV/S152_20071126_NF_T13/MZ556935/USA/2007	MZ556935	ncbi	USA	?	?	2007-11-26	?	?	1
HCV/S152_20071126_NF_T14/MZ556936/USA/2007	MZ556936	ncbi	USA	?	?	2007-11-26	?	?	1
HCV/P63_021008/MW675788/UNITED-KINGDOM/2008	MW675788	ncbi	United Kingdom	?	?	2008-10-02	?	?	1
HCV/P63_110609/MW675789/UNITED-KINGDOM/2009	MW675789	ncbi	United Kingdom	?	?	2009-06-11	?	?	1
HCV/P75_210808/MW675790/UNITED-KINGDOM/2008	MW675790	ncbi	United Kingdom	?	?	2008-08-21	?	?	1
HCV/P75_091110/MW675791/UNITED-KINGDOM/2010	MW675791	ncbi	United Kingdom	?	?	2010-11-09	?	?	1
HCV/P101_161008/MW675792/UNITED-KINGDOM/2008	MW675792	ncbi	United Kingdom	?	?	2008-10-16	?	?	1
HCV/P131_260609/MW675793/UNITED-KINGDOM/2008	MW675793	ncbi	United Kingdom	?	?	2008-06-26	?	?	1
HCV/P131_260909/MW675794/UNITED-KINGDOM/2009	MW675794	ncbi	United Kingdom	?	?	2009-09-26	?	?	1
HCV/P131_031210/MW675795/UNITED-KINGDOM/2010	MW675795	ncbi	United Kingdom	?	?	2010-12-03	?	?	1
HCV/P131_060111/MW675796/UNITED-KINGDOM/2011	MW675796	ncbi	United Kingdom	?	?	2011-01-06	?	?	1
HCV/AUS2403/MW629117/AUSTRALIA/2006	MW629117	ncbi	Australia	?	?	2006-10-05	?	?	1
HCV/UFOTL0181/MW629120/USA/2002	MW629120	ncbi	USA	?	?	2002-03-25	?	?	1
HCV/1B_GLT1/OM222702/GERMANY/2014	OM222702	ncbi	Germany	?	?	2014-11-11	1b	1	1
HCV/1B_GLT1CC/OM222703/GERMANY/2021	OM222703	ncbi	Germany	?	?	2021-02-01	1b	1	1
HCV/HC21-0545/LC650200/JAPAN/2020	LC650200	ncbi	Japan	Gunma	?	2020-12-08	?	?	1
HCV/A106-POST-W12/MZ541884/DENMARK/2018	MZ541884	ncbi	Denmark	?	?	2018-05-XX	?	?	1
HCV/364772/MW689948/UNITED-KINGDOM/2014	MW689948	ncbi	United Kingdom	?	?	2014-06-03	?	?	1
HCV/365476/MW689949/UNITED-KINGDOM/2014	MW689949	ncbi	United Kingdom	?	?	2014-09-08	?	?	1
HCV/365479/MW689950/UNITED-KINGDOM/2013	MW689950	ncbi	United Kingdom	?	?	2013-05-22	?	?	1
HCV/365482/MW689951/UNITED-KINGDOM/2013	MW689951	ncbi	United Kingdom	?	?	2013-09-19	?	?	1
